run_accession	fastq_ftp
SRR6468571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468571/SRR6468571.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468571/SRR6468571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468571/SRR6468571_2.fastq.gz
SRR6468573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468573/SRR6468573.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468573/SRR6468573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468573/SRR6468573_2.fastq.gz
SRR6468580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468580/SRR6468580.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468580/SRR6468580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468580/SRR6468580_2.fastq.gz
SRR6468584	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468584/SRR6468584.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468584/SRR6468584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468584/SRR6468584_2.fastq.gz
SRR6468585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468585/SRR6468585.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468585/SRR6468585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468585/SRR6468585_2.fastq.gz
SRR6468587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468587/SRR6468587.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468587/SRR6468587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468587/SRR6468587_2.fastq.gz
SRR6468590	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468590/SRR6468590.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468590/SRR6468590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468590/SRR6468590_2.fastq.gz
SRR6468594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468594/SRR6468594.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468594/SRR6468594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468594/SRR6468594_2.fastq.gz
SRR6468595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468595/SRR6468595.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468595/SRR6468595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468595/SRR6468595_2.fastq.gz
SRR6468597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468597/SRR6468597.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468597/SRR6468597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468597/SRR6468597_2.fastq.gz
SRR6468598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468598/SRR6468598.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468598/SRR6468598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468598/SRR6468598_2.fastq.gz
SRR6468602	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468602/SRR6468602.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468602/SRR6468602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468602/SRR6468602_2.fastq.gz
SRR6468607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468607/SRR6468607.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468607/SRR6468607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468607/SRR6468607_2.fastq.gz
SRR6468609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468609/SRR6468609.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468609/SRR6468609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468609/SRR6468609_2.fastq.gz
SRR6468616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468616/SRR6468616_2.fastq.gz
SRR6468622	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468622/SRR6468622_2.fastq.gz
SRR6468627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468627/SRR6468627_2.fastq.gz
SRR6468628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468628/SRR6468628_2.fastq.gz
SRR6468630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468630/SRR6468630_2.fastq.gz
SRR6468632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468632/SRR6468632_2.fastq.gz
SRR6468633	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468633/SRR6468633_2.fastq.gz
SRR6468636	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468636/SRR6468636_2.fastq.gz
SRR6468640	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468640/SRR6468640_2.fastq.gz
SRR6468642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468642/SRR6468642_2.fastq.gz
SRR6468644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468644/SRR6468644_2.fastq.gz
SRR6468646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468646/SRR6468646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468646/SRR6468646_2.fastq.gz
SRR6468648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468648/SRR6468648_2.fastq.gz
SRR6468651	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468651/SRR6468651_2.fastq.gz
SRR6468653	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468653/SRR6468653_2.fastq.gz
SRR6468655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468655/SRR6468655_2.fastq.gz
SRR6468660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468660/SRR6468660_2.fastq.gz
SRR6468661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468661/SRR6468661_2.fastq.gz
SRR6468664	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468664/SRR6468664_2.fastq.gz
SRR6468670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468670/SRR6468670_2.fastq.gz
SRR6468675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468675/SRR6468675_2.fastq.gz
SRR6468676	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468676/SRR6468676_2.fastq.gz
SRR6468677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468677/SRR6468677_2.fastq.gz
SRR6468679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468679/SRR6468679_2.fastq.gz
SRR6468680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468680/SRR6468680_2.fastq.gz
SRR6468681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468681/SRR6468681_2.fastq.gz
SRR6468686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468686/SRR6468686_2.fastq.gz
SRR6468687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468687/SRR6468687_2.fastq.gz
SRR6468688	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468688/SRR6468688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468688/SRR6468688_2.fastq.gz
SRR6468689	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468689/SRR6468689_2.fastq.gz
SRR6468690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468690/SRR6468690_2.fastq.gz
SRR6468692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468692/SRR6468692_2.fastq.gz
SRR6468695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468695/SRR6468695_2.fastq.gz
SRR6468696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468696/SRR6468696_2.fastq.gz
SRR6468697	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468697/SRR6468697_2.fastq.gz
SRR6468702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468702/SRR6468702_2.fastq.gz
SRR6468704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468704/SRR6468704_2.fastq.gz
SRR6468705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468705/SRR6468705_2.fastq.gz
SRR6468707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468707/SRR6468707_2.fastq.gz
SRR6468709	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468709/SRR6468709_2.fastq.gz
SRR6468713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468713/SRR6468713_2.fastq.gz
SRR6468718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468718/SRR6468718_2.fastq.gz
