run_accession	fastq_ftp
SRR6468549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468549/SRR6468549.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468549/SRR6468549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468549/SRR6468549_2.fastq.gz
SRR6468552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468552/SRR6468552.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468552/SRR6468552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468552/SRR6468552_2.fastq.gz
SRR6468555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468555/SRR6468555.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468555/SRR6468555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468555/SRR6468555_2.fastq.gz
SRR6468556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468556/SRR6468556.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468556/SRR6468556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468556/SRR6468556_2.fastq.gz
SRR6468558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468558/SRR6468558.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468558/SRR6468558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468558/SRR6468558_2.fastq.gz
SRR6468560	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468560/SRR6468560.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468560/SRR6468560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468560/SRR6468560_2.fastq.gz
SRR6468561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468561/SRR6468561.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468561/SRR6468561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468561/SRR6468561_2.fastq.gz
SRR6468564	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468564/SRR6468564.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468564/SRR6468564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468564/SRR6468564_2.fastq.gz
SRR6468568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468568/SRR6468568.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468568/SRR6468568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468568/SRR6468568_2.fastq.gz
SRR6468575	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468575/SRR6468575.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468575/SRR6468575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468575/SRR6468575_2.fastq.gz
SRR6468576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468576/SRR6468576.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468576/SRR6468576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468576/SRR6468576_2.fastq.gz
SRR6468577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468577/SRR6468577.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468577/SRR6468577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468577/SRR6468577_2.fastq.gz
SRR6468583	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468583/SRR6468583.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468583/SRR6468583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468583/SRR6468583_2.fastq.gz
SRR6468588	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468588/SRR6468588.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468588/SRR6468588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468588/SRR6468588_2.fastq.gz
SRR6468589	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468589/SRR6468589.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468589/SRR6468589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468589/SRR6468589_2.fastq.gz
SRR6468592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468592/SRR6468592.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468592/SRR6468592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468592/SRR6468592_2.fastq.gz
SRR6468593	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468593/SRR6468593.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468593/SRR6468593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468593/SRR6468593_2.fastq.gz
SRR6468599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468599/SRR6468599.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468599/SRR6468599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468599/SRR6468599_2.fastq.gz
SRR6468600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468600/SRR6468600.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468600/SRR6468600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468600/SRR6468600_2.fastq.gz
SRR6468603	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468603/SRR6468603.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468603/SRR6468603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468603/SRR6468603_2.fastq.gz
SRR6468605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468605/SRR6468605.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468605/SRR6468605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468605/SRR6468605_2.fastq.gz
SRR6468606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468606/SRR6468606.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468606/SRR6468606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468606/SRR6468606_2.fastq.gz
SRR6468608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468608/SRR6468608.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468608/SRR6468608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468608/SRR6468608_2.fastq.gz
SRR6468612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468612/SRR6468612_2.fastq.gz
SRR6468615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468615/SRR6468615_2.fastq.gz
SRR6468617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468617/SRR6468617_2.fastq.gz
SRR6468618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468618/SRR6468618_2.fastq.gz
SRR6468619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468619/SRR6468619_2.fastq.gz
SRR6468623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468623/SRR6468623_2.fastq.gz
SRR6468625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468625/SRR6468625_2.fastq.gz
SRR6468626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468626/SRR6468626_2.fastq.gz
SRR6468629	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468629/SRR6468629_2.fastq.gz
SRR6468631	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468631/SRR6468631_2.fastq.gz
SRR6468635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468635/SRR6468635_2.fastq.gz
SRR6468637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468637/SRR6468637_2.fastq.gz
SRR6468639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468639/SRR6468639_2.fastq.gz
SRR6468656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468656/SRR6468656_2.fastq.gz
SRR6468657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468657/SRR6468657_2.fastq.gz
SRR6468662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468662/SRR6468662_2.fastq.gz
SRR6468668	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468668/SRR6468668_2.fastq.gz
SRR6468671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468671/SRR6468671_2.fastq.gz
SRR6468674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468674/SRR6468674_2.fastq.gz
SRR6468678	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468678/SRR6468678_2.fastq.gz
SRR6468682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468682/SRR6468682_2.fastq.gz
SRR6468684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468684/SRR6468684_2.fastq.gz
SRR6468685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468685/SRR6468685_2.fastq.gz
SRR6468691	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468691/SRR6468691_2.fastq.gz
SRR6468698	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468698/SRR6468698_2.fastq.gz
SRR6468699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468699/SRR6468699_2.fastq.gz
SRR6468700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468700/SRR6468700_2.fastq.gz
SRR6468703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468703/SRR6468703_2.fastq.gz
SRR6468706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468706/SRR6468706_2.fastq.gz
SRR6468708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468708/SRR6468708_2.fastq.gz
SRR6468710	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468710/SRR6468710_2.fastq.gz
SRR6468712	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468712/SRR6468712_2.fastq.gz
SRR6468714	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468714/SRR6468714_2.fastq.gz
SRR6468499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468499/SRR6468499.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468499/SRR6468499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468499/SRR6468499_2.fastq.gz
SRR6468506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468506/SRR6468506.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468506/SRR6468506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468506/SRR6468506_2.fastq.gz
SRR6468509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468509/SRR6468509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468509/SRR6468509_2.fastq.gz
SRR6468514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468514/SRR6468514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468514/SRR6468514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468514/SRR6468514_2.fastq.gz
SRR6468516	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468516/SRR6468516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468516/SRR6468516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468516/SRR6468516_2.fastq.gz
SRR6468519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468519/SRR6468519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468519/SRR6468519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468519/SRR6468519_2.fastq.gz
SRR6468520	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468520/SRR6468520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468520/SRR6468520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468520/SRR6468520_2.fastq.gz
SRR6468528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468528/SRR6468528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468528/SRR6468528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468528/SRR6468528_2.fastq.gz
SRR6468530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468530/SRR6468530.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468530/SRR6468530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468530/SRR6468530_2.fastq.gz
SRR6468536	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468536/SRR6468536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468536/SRR6468536_2.fastq.gz
SRR6468537	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468537/SRR6468537.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468537/SRR6468537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468537/SRR6468537_2.fastq.gz
SRR6468540	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468540/SRR6468540.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468540/SRR6468540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468540/SRR6468540_2.fastq.gz
SRR6468543	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468543/SRR6468543.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468543/SRR6468543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468543/SRR6468543_2.fastq.gz
SRR6468545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468545/SRR6468545.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468545/SRR6468545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468545/SRR6468545_2.fastq.gz
SRR6468546	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468546/SRR6468546.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468546/SRR6468546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/006/SRR6468546/SRR6468546_2.fastq.gz
SRR6468547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468547/SRR6468547.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468547/SRR6468547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468547/SRR6468547_2.fastq.gz
SRR6468548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468548/SRR6468548.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468548/SRR6468548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/008/SRR6468548/SRR6468548_2.fastq.gz
SRR6468551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468551/SRR6468551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/001/SRR6468551/SRR6468551_2.fastq.gz
SRR6468553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468553/SRR6468553.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468553/SRR6468553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468553/SRR6468553_2.fastq.gz
SRR6468554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468554/SRR6468554.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468554/SRR6468554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/004/SRR6468554/SRR6468554_2.fastq.gz
SRR6468557	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468557/SRR6468557.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468557/SRR6468557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/007/SRR6468557/SRR6468557_2.fastq.gz
SRR6468559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468559/SRR6468559.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468559/SRR6468559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468559/SRR6468559_2.fastq.gz
SRR6468562	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468562/SRR6468562.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468562/SRR6468562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/002/SRR6468562/SRR6468562_2.fastq.gz
SRR6468563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468563/SRR6468563.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468563/SRR6468563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/003/SRR6468563/SRR6468563_2.fastq.gz
SRR6468565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468565/SRR6468565.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468565/SRR6468565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/005/SRR6468565/SRR6468565_2.fastq.gz
SRR6468569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468569/SRR6468569.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468569/SRR6468569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/009/SRR6468569/SRR6468569_2.fastq.gz
SRR6468570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468570/SRR6468570.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468570/SRR6468570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR646/000/SRR6468570/SRR6468570_2.fastq.gz
